comment_id,judge_id,provider,model,text,target_groups,sentiment,respect,insult,humiliate,status,dehumanize,violence,genocide,attack_defend,hate_speech
20027,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,do you have autism or something? why do you talk like a disgusting retard?,"[""G""]",A,A,E,D,A,D,A,A,E,A
20028,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Fucking fagot burn in hell,"[""E""]",A,A,E,E,A,D,D,B,E,A
20029,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Learn the fucking language you fucking useless immigrant.,"[""C""]",A,A,E,D,A,D,B,A,E,A
20030,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Looks like a nigger with their typical retarded haircuts,"[""A""]",A,A,E,E,A,E,B,B,E,A
20031,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!","[""A"", ""H""]",A,A,E,E,A,D,B,A,E,A
20032,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,shut the fuck up you dumb black bitch,"[""A"", ""D""]",A,A,E,E,A,D,B,A,E,A
20033,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE","[""A"", ""B""]",A,A,E,E,A,D,B,A,E,A
20034,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,gay people should die,"[""E""]",A,A,E,E,A,E,E,E,E,A
20035,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Stupid Asian Bitch You're an idiot and you should go back to ching chong land,"[""A"", ""D""]",A,A,E,E,A,D,B,A,E,A
20036,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,"[""A""]",B,C,B,B,C,B,A,A,C,B
20037,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,A black person Acting scared of harmless Animals Just because..... What's new Dramatics are their specialty,"[""A""]",A,A,D,D,B,C,A,A,D,A
20038,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.","[""A"", ""D""]",A,A,E,D,A,C,A,A,E,A
20039,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Black people cant take jokes #bigfacts Here come the I'm racist and downvotes proving this sentiment,"[""A""]",B,B,C,B,B,B,A,A,D,B
20040,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,holy shit i am just getting dunked on by a cripple this is unreal,"[""G""]",B,B,C,B,B,C,A,A,C,B
20041,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"I'm sure there were several others, but Islam is definitely the worst","[""B""]",A,B,C,B,A,B,A,A,D,A
20042,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"illegal immigrants =/= legal immigrants. in every other country in the world being ""anti-immigrant"" means you don't like either kind. but for some reason in america you get called even if you're only against the illegal kind.","[""C""]",B,C,B,B,C,B,A,A,C,B
20043,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"im ,i hate black people and minorities","[""A""]",A,A,D,D,B,C,B,B,E,A
20044,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"It's actually because men need to be funny to hook up with women. We train to be funny, whereas a lot of women comedians think people should laugh just because they are on stage and the audience should be supportive. If you aren't funny, we aren't going to laugh. I've heard great female comedians, but it's not hard to see why there are more male comedians. Girls don't need to be funny to have sex.","[""D""]",B,B,C,B,B,B,A,A,D,B
20045,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Hitler didn't finish it. Can u. If a nigger ur Jew confronts u in the street what then.,"[""A"", ""B""]",A,A,E,E,A,E,E,E,E,A
20046,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"Men are still ten times more likely to die on the job. As we get more ""equality"", I don't see women taking dangerous jobs from men. Women are taking safe jobs from men so even more men will die on the job. If we were to have a another Vietnam (60,000 killed), 97% will be men. Men die earlier than women, but spending on woman's healthcare research (breast, ovarian cancer etc.) is four (4) times greater than the sending on mens healthcare research (prostate, testicular cancer etc.). The list goes on.","[""D""]",B,C,B,B,C,B,A,A,C,B
20047,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,i hate jews so much i wish the holocaust actually happened,"[""A"", ""B""]",A,A,E,E,A,E,E,E,E,A
20048,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,">Some incels give a lot but get nothing back   And so should be rewarded with pussy? Are you aware that said pussy is attached to a fully realized human being with the exact same natural rights to happiness as you? And that she does not deserve to be forced to have sex with anyone she finds undesirable?    Do you get that women have the same right to reject men that men have to reject women?    How committed are you to the belief that women are holes, rather than human beings deserving of respect?","[""D"", ""E""]",B,C,B,B,C,A,A,A,A,B
20049,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,31 Black Women Who Died In Police Custody URL,"[""A"", ""D""]",B,C,B,B,C,A,B,B,C,B
20050,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"I don't care how threatened you feel, you can't go throwing respect for human rights and due process out the window and just blow a kid away to defend your shit. But this is america the free country founded on genocide and slavery where they hold people in prison camps for years without trial and property is worth more than life so","[""C""]",A,B,B,B,B,B,A,A,D,B
20051,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"It takes belief in false morality to commit atrocities. Those who believe in the false morality of anti-abortion, anti-gay religions are primed for authoritarianism. They use their beliefs to prop themselves up as superior to others. They excuse all transgressions made by hose who share their beliefs. That is how they excuse the obvious and undeniable immorality of Trump. It is only a small step from there to dehumanizing others and committing genocidal acts like separating migrant children from their parents or ignoring the threat of climate change.","[""B"", ""H""]",A,B,D,C,B,B,B,B,D,B
20052,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"It's just really pointless and insulting to people who actually experience racism by implying our society is in need of a reminder that being a white person is okay. Because I doubt one genuine look at history would leave anyone wondering if ""being white"" in the U.S. will be perceived as a problem.  The very concept of on a personal level being okay with the fact you were born with the skin color you were born with is of course not racist. But the statement just makes it seem like white people are at risk to become some sort of outcasts.","[""A""]",B,C,B,B,C,A,A,A,C,B
20053,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"No, the chances of a muslim shooting you in America is almost nil. There are over 50K gun deaths every year christian USA. We should be focusing our attention on Christians and less on peace loving Muslims.","[""B""]",B,B,C,B,B,B,B,A,C,B
20054,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,oh that's cute. you didn't even read the thing you claim to support. there is nothing biologically inherent in women that would make them less adapt to do it work. thinking so does in fact make you 'crazy stupid'. sorry!,"[""D""]",B,B,C,B,C,B,A,A,B,B
20055,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,There is plenty of evidence that women and non-white people are disadvantaged in almost every hiring process in the western world.,"[""A"", ""D""]",B,C,B,B,C,A,A,A,B,B
20056,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"Trans culture is seeing that and knowing that you look amazing, but having dysphoria leave you feeling hollow and constantly on the verge of tears. URL","[""D""]",B,D,A,A,C,A,A,A,C,B
20057,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"This is why we won, because Americans know that giving these people power for another day is unacceptable. We need to fight back against the Synagogue and their White/Mexican/Black Communist useful idiots they get to do their dirty work for them. I am armed and I am ready for these scum if they try to resist being sent back to Mexico/Guatemala all these illegal invaders that want to invade our nations and change it to suit their savage ways. Illegals must die.","[""A"", ""B"", ""C""]",A,A,E,E,A,E,E,E,E,A
20058,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"Why did I click on your profile? You gave no source anyway, you just are a hateful human being. Good grief. You have been given sources by others disproving your statements, but no you didn't, once you cited the hatesub GC, that is used only to missrepresent Transgender people and to deny their existence","[""E""]",B,C,B,B,C,B,A,A,B,B
20059,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,happy pride month i'm gay URL,"[""E""]",E,D,A,A,C,A,A,A,A,B
20060,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,I love that you enjoy being trans.,"[""E""]",D,D,A,A,C,A,A,A,B,B
20061,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"I, a Catholic and a Jesuit, am grateful for this Muslim holy season for challenging me to be a more dedicated child of God. URL","[""B""]",E,E,A,A,C,A,A,A,A,B
20062,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,I've always been proud of the Igbo tribe and our culture. Yesterday made me even more proud. You people are too fine abeg. #OgbakoUmuIgboDay,"[""A""]",E,E,A,A,E,A,A,A,A,B
20063,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"Lady in the back Blinks when ""her"" camera red light goes on. Part of the tranny SHOW. Before ya deny...see: Transvestigations on Yt. Trannies are PROUD to show How It's Done!👍","[""D"", ""E""]",A,A,E,D,B,D,A,A,E,A
20064,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Lailat al Miraj mubarak to all Muslims.. I'm wishing for everyone's peace & prosperity🤲🏻,"[""B""]",E,E,A,A,C,A,A,A,A,B
20065,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"Notwithstanding Marriyum Aurangzeb sahiba's political standing in her own right, amongst the many positives that Maryam Nawaz brought to the Pakistani political arena, bringing our female politicians to the centre-stage is one of the most notable ones. #PakistanStandsWithMaryam URL","[""D""]",E,E,A,A,E,A,A,A,A,B
20066,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,NUGS lauds Ghanaian Muslims for their immense contribution to peace and progess - URL,"[""B""]",E,E,A,A,D,A,A,A,A,B
20067,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,"Please help support nonbinary pride, add a #Twibbon now! URL","[""E""]",D,D,A,A,C,A,A,A,A,B
20068,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,trump is the only jews true friend. I hope trump will be the next US president and help Israel to kill all Palestinian fucking muslim. we will kill all muslim in the world.,"[""B"", ""C""]",A,A,E,E,A,E,E,E,E,A
20069,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Trans rights are human rights,"[""E""]",D,D,A,A,C,A,A,A,A,B
20070,anthropic_claude-opus-4-6_medium,anthropic,claude-opus-4-6,Who hurt you? Lol. It's comical how stupid and angry you people are.  MEH AMURICA. MY LAND. MINE. BANG BANG GUNS. NO BROWN PEOPLE. WAHH.,"[""A"", ""H""]",A,A,D,D,A,B,A,A,E,A
20001,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.,"[""A""]",A,A,E,E,A,E,E,E,E,A
20002,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"yeah, heres a clue for the nigger author of this article. Chinks hate niggers, Kikes hate niggers, Spicks hate niggers and Towelheads hate niggers. EVen niggers hate niggers. Black Africans hate the gauche lazy American blacks because they have no morals or work ethic. Niggrus Americanus is the lowest form of human (if you can even call them that) on the planet, we should erase them","[""A"", ""B""]",A,A,E,E,A,E,E,E,E,A
20003,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,#whitepower...I'll hang you nigger,"[""A""]",A,A,E,E,A,E,E,B,E,A
20004,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,ayo i even kill handicapped and crippled bitches/look at my scalp real close and you'll see triple sixes,"[""D"", ""G""]",A,A,E,D,C,D,D,B,E,A
20005,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"Careful what you wish for, you always wanted to feel a huge cock up your hole bitch so now whimper all you like, squeal & cry that ain't gonna stop this bull from raping your boi pussy apart he'll only stop when he is done and shoots his load and breed you URL","[""D"", ""E""]",A,A,E,E,A,E,E,A,E,A
20006,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,DO YOU SEE HOW QUICK THE PROSECUTED THAT BLACK COP IN MPLS. MN. FOR KILLING THAT WHITE NIGGA??? GUESS BARR HAND A HAND IN THAT TO HUH. THESE NIGGA'S ARE GONNA GET THEIR DAY!!,"[""A""]",A,A,E,E,B,E,D,B,E,A
20007,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Every slant in #LosAngeles should be deported. Those scum have no right to be here. Chinatown should be bulldozed.,"[""A"", ""C""]",A,A,E,E,A,E,D,B,E,A
20008,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Fuck you fuck you you stupid cheating bitch go lick a dick and die ur a stupid nigger bitch,"[""A"", ""D""]",A,A,E,E,A,D,A,A,E,A
20009,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"GET RID OF THOSE FUCKING MUSLIMS! the nasty ones that won't assimilate, rape women, beat children, threaten democracy, plan terror attacks, assault innocent secular people and force their disgusting religion on everyone else by way of violence. Assimilate OR GET THE FUCK OUT OR BE PREPARED TO DIE!","[""B""]",A,A,E,E,A,E,E,E,E,A
20010,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"Hey ,muslim dickhead !!!!!!!! Why don;t you go and shove Allah or whatever the fuck you call the retard up your stupid backwards ass !!!!!!!!! You fucking muslims are a bunch of jealous west hating mongs, Islam is a peaceful religion, BULLSHIT !!!!!!! There are many times when it refers to violence. So go strap on your suicide bomb and blow yourself up. yey, one less feeble minded prick ion the world.","[""B""]",A,A,E,E,A,E,D,A,E,A
20011,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"JEW Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom. We Came In?","[""A"", ""B""]",A,A,E,E,A,E,D,A,E,A
20012,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"""@iamkrause: No need to thank me, killing niggers is it's own reward.""  Dis my pal from our graduation when we was 26","[""A""]",A,A,E,E,C,E,E,E,E,A
20013,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"At 7:19 is why I hate people, women especially look how mad she got just because the dog splashed her.. f*** you you stupid b**** either have fun or go kill yourself","[""D""]",A,A,E,E,B,D,B,A,E,A
20014,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant","[""A"", ""C""]",A,A,E,E,A,E,A,A,E,A
20015,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"GEEZ..... I think #NorthKorea may be right. #BarackObama is a monkey! Surely acts like one.   URL""","[""A""]",A,A,E,E,A,E,A,A,E,A
20016,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Keep the fucking Mexican scum rapists and murderers out of the country and the fucking Arab Islamic terrorists out of the U.S. too!! No Syrian refugees either!! Build a wall and keep all of these fucking parasites out of the United States. We'll round up the ones here illegally and ship them the fuck out!!!!,"[""A"", ""B"", ""C""]",A,A,E,E,A,E,E,A,E,A
20017,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"My God look at these BARBARIC PPL. And these pigs all watching. They r a very, very sick culture. And Omar and Rashid want this crap here. This is America not the Middle East. Round them up and send them home.","[""A"", ""B"", ""C""]",A,A,E,E,A,E,B,A,E,A
20018,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"RT @JihadistJoe: We Muslims have no military honour whatsoever, we are sub human savages that slaughter unarmed men, women & children http:…","[""B""]",A,A,E,E,A,E,A,A,E,A
20019,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,There are not any jew signatures on our Declaration of Independence Those subversive Babylonian blood sucking serpent seed Kenite vampires are not out Founding Fathers posterity. They are not our brethren. They are Christ killers. They are Anti-Christ.,"[""A"", ""B""]",A,A,E,E,A,E,A,A,E,A
20020,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"They all need to be Kicked, taken out of our country. Obama brought them all in Illegally. Send the Trash back to there own country","[""C""]",A,A,E,E,A,E,B,A,E,A
20021,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,That's no excuse for stealing other people's technology and research and intellectual property You're all a bunch of human cockroaches is what you are And your food is disgusting on top of that you assholes will eat anything to the point where you'll make any creature go extinct because of your fucking appetites You chinks are determined to eat every Pangolin until they are all wiped off the earth,"[""A""]",A,A,E,E,A,E,A,A,E,A
20022,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.,"[""A"", ""C""]",A,A,E,E,A,E,B,A,E,A
20023,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Every gook in #LosAngeles should be deported or killed.,"[""A"", ""C""]",A,A,E,E,A,E,E,E,E,A
20024,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"Yes, in barbaric, authoritarian cultures that have since been condemned. Interesting that Christians desire to perpetuate the same idea.","[""B""]",A,A,E,E,C,B,A,A,E,A
20025,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,@L1LTR4P fucking losers wetbacks #SorryNotSorry,"[""A"", ""C""]",A,A,E,E,A,D,A,A,E,A
20026,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"Being a woman had fuck all go do with her failure, her being a paedophile protecting globalist Zionist cunt is her own making, as a human, and I use that term lightly because that whore of the devil has a black heart!","[""B"", ""C"", ""D""]",A,A,E,E,C,E,A,A,E,A
20027,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,do you have autism or something? why do you talk like a disgusting retard?,"[""G""]",A,A,E,E,B,D,A,A,E,A
20028,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Fucking fagot burn in hell,"[""E""]",A,A,E,E,A,D,B,A,E,A
20029,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Learn the fucking language you fucking useless immigrant.,"[""C""]",A,A,E,D,B,D,A,A,E,A
20030,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Looks like a nigger with their typical retarded haircuts,"[""A""]",A,A,E,E,B,E,A,A,E,A
20031,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"Niggers and their liberal friends steal everything not tied down, just like the presidency here with acorn with its liberal defenders, FUCK YOU NIGGER OBOAMA!","[""A"", ""H""]",A,A,E,E,A,E,A,A,E,A
20032,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,shut the fuck up you dumb black bitch,"[""A"", ""D""]",A,A,E,D,B,D,A,A,E,A
20033,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"STOP SUCKING THAT FATASS' DICK, YOU NIGGERLOVING KIKE","[""A"", ""B""]",A,A,D,D,A,D,A,A,E,A
20034,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,gay people should die,"[""E""]",A,A,E,E,A,E,E,E,E,A
20035,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Stupid Asian Bitch You're an idiot and you should go back to ching chong land,"[""A""]",A,A,E,D,B,D,A,A,E,A
20036,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,@blackrepublican how long after the name change will al memorabilia w/redskins name be deemed racist and therby illegal?,"[""A""]",B,B,B,B,C,B,A,A,C,B
20037,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,A black person Acting scared of harmless Animals Just because..... What's new Dramatics are their specialty,"[""A""]",A,B,D,D,B,D,A,A,D,A
20038,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"Aint nobody wearing those new Westbrook ""Jordan's"" but Mexicans & trailer park trash white girls.","[""A"", ""C"", ""D""]",A,A,D,D,B,D,A,A,E,A
20039,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,Black people cant take jokes #bigfacts Here come the I'm racist and downvotes proving this sentiment,"[""A""]",B,B,D,D,B,B,A,A,D,B
20040,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,holy shit i am just getting dunked on by a cripple this is unreal,"[""G""]",B,B,D,D,B,D,A,A,D,A
20041,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"I'm sure there were several others, but Islam is definitely the worst","[""B""]",A,A,E,D,B,A,A,A,E,A
20042,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"illegal immigrants =/= legal immigrants. in every other country in the world being ""anti-immigrant"" means you don't like either kind. but for some reason in america you get called even if you're only against the illegal kind.","[""C""]",B,C,A,A,C,A,A,A,C,B
20043,deepseek_deepseek-v4-pro,deepseek,deepseek-v4-pro,"im ,i hate black people and minorities","[""A""]",A,A,D,D,C,B,A,A,E,A
